time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1671352836.56753492,0.00430385,0.00041671,0.00000280,4544.00000000,0.00529013,0.000000,0.000000
1671352836.66839290,0.00431843,0.00043664,0.00000309,4576.00000000,0.00533901,0.000000,0.000000
1671352836.76925826,0.00432668,0.00040037,0.00000269,4620.00000000,0.00491258,0.000000,0.000000
1671352836.87010574,0.00434089,0.00042601,0.00000266,4662.00000000,0.00536453,0.000000,0.000000
1671352836.97095251,0.00435825,0.00056388,0.00000270,4700.00000000,0.00562518,0.000000,0.000000
1671352837.07180834,0.00437671,0.00051301,0.00000311,4748.00000000,0.00574256,0.000000,0.000000
1671352837.17269301,0.00438310,0.00058240,0.00000271,4762.00000000,0.00486247,0.000000,0.000000
1671352837.27352905,0.00438703,0.00042337,0.00000274,4816.00000000,0.00468619,0.000000,0.000000
1671352837.37438059,0.00439912,0.00058725,0.00000275,4877.00000000,0.00532997,0.000000,0.000000
1671352837.47524977,0.00441477,0.00066160,0.00000271,4918.00000000,0.00563541,0.000000,0.000000
1671352837.57611036,0.00442759,0.00051275,0.00000278,4971.00000000,0.00544021,0.000000,0.000000
1671352837.67696857,0.00444001,0.00071483,0.00000275,5029.00000000,0.00543320,0.000000,0.000000
1671352837.77784228,0.00445968,0.00064645,0.00000293,4974.00000000,0.00605327,0.000000,0.000000
1671352837.87868857,0.00447290,0.00056047,0.00000272,5049.00000000,0.00555683,0.000000,0.000000
1671352837.97954178,0.00448436,0.00044489,0.00000282,5104.00000000,0.00543575,0.000000,0.000000
1671352838.08039045,0.00448727,0.00049981,0.00000261,5149.00000000,0.00473147,0.000000,0.000000
1671352838.18125200,0.00450505,0.00064175,0.00000316,5181.00000000,0.00601624,0.000000,0.000000
1671352838.28212237,0.00451546,0.00083041,0.00000294,5196.00000000,0.00541133,0.000000,0.000000
1671352838.38296604,0.00452831,0.00055813,0.00000288,5266.00000000,0.00564594,0.000000,0.000000
1671352838.48383999,0.00454543,0.00065928,0.00000280,5349.00000000,0.00605194,0.000000,0.000000
1671352838.58474255,0.00456335,0.00053264,0.00000299,5417.00000000,0.00615801,0.000000,0.000000
1671352838.68559265,0.00458882,0.00085065,0.00000331,5492.00000000,0.00688163,0.000000,0.000000
1671352838.78640723,0.00460076,0.00055215,0.00000306,5510.00000000,0.00568658,0.000000,0.000000
1671352838.88727045,0.00461113,0.00057891,0.00000265,5506.00000000,0.00556533,0.000000,0.000000
1671352838.98814535,0.00462420,0.00058785,0.00000270,5569.00000000,0.00583999,0.000000,0.000000
1671352839.08897066,0.00464822,0.00088346,0.00000320,5691.00000000,0.00690641,0.000000,0.000000
1671352839.18983984,0.00466936,0.00059230,0.00000315,5704.00000000,0.00667734,0.000000,0.000000
1671352839.29070544,0.00468032,0.00063153,0.00000284,5764.00000000,0.00573232,0.000000,0.000000
1671352839.39155674,0.00469513,0.00083452,0.00000270,5821.00000000,0.00613146,0.000000,0.000000
1671352839.49244690,0.00471703,0.00075488,0.00000315,5937.00000000,0.00686366,0.000000,0.000000
1671352839.59327078,0.00473358,0.00079462,0.00000299,6050.00000000,0.00637225,0.000000,0.000000
1671352839.69414949,0.00474835,0.00067382,0.00000271,6095.00000000,0.00622512,0.000000,0.000000
1671352839.79500866,0.00476714,0.00062868,0.00000279,6175.00000000,0.00666535,0.000000,0.000000
1671352839.89584732,0.00478056,0.00072729,0.00000266,6271.00000000,0.00614876,0.000000,0.000000
1671352839.99671149,0.00479085,0.00052423,0.00000277,6295.00000000,0.00585132,0.000000,0.000000
1671352840.09758019,0.00481630,0.00066654,0.00000363,6360.00000000,0.00746309,0.000000,0.000000
1671352840.19844437,0.00482961,0.00073549,0.00000280,6419.00000000,0.00622657,0.000000,0.000000
1671352840.29929924,0.00484016,0.00051888,0.00000282,6419.00000000,0.00595861,0.000000,0.000000
1671352840.40016413,0.00485652,0.00097928,0.00000298,6477.00000000,0.00660744,0.000000,0.000000
1671352840.50103426,0.00487980,0.00092475,0.00000329,6484.00000000,0.00739331,0.000000,0.000000
1671352840.60189462,0.00489110,0.00065804,0.00000283,6511.00000000,0.00612301,0.000000,0.000000
1671352840.70272779,0.00490063,0.00072342,0.00000273,6605.00000000,0.00594939,0.000000,0.000000
1671352840.80360985,0.00490519,0.00046617,0.00000271,6351.00000000,0.00541068,0.000000,0.000000
1671352840.90443087,0.00490802,0.00044374,0.00000276,6427.00000000,0.00522522,0.000000,0.000000
1671352841.00528765,0.00491676,0.00046408,0.00000311,6502.00000000,0.00590408,0.000000,0.000000
1671352841.10615849,0.00492011,0.00045761,0.00000277,6558.00000000,0.00530273,0.000000,0.000000
1671352841.20703363,0.00493100,0.00066037,0.00000320,6623.00000000,0.00618287,0.000000,0.000000
1671352841.30790162,0.00493318,0.00047048,0.00000277,6647.00000000,0.00518597,0.000000,0.000000
1671352841.40875483,0.00493914,0.00050471,0.00000310,6709.00000000,0.00563626,0.000000,0.000000
1671352841.50960088,0.00494934,0.00054754,0.00000296,6781.00000000,0.00615338,0.000000,0.000000
1671352841.61048937,0.00494836,0.00043645,0.00000279,6861.00000000,0.00483129,0.000000,0.000000
1671352841.71131849,0.00495334,0.00049359,0.00000280,6897.00000000,0.00555163,0.000000,0.000000
1671352841.81221008,0.00496105,0.00060388,0.00000290,6943.00000000,0.00589356,0.000000,0.000000
1671352841.91304564,0.00496797,0.00051231,0.00000293,6982.00000000,0.00581244,0.000000,0.000000
1671352842.01405525,0.00498249,0.00084343,0.00000354,7054.00000000,0.00676818,0.000000,0.000000
1671352842.11476564,0.00498930,0.00048220,0.00000338,7033.00000000,0.00583393,0.000000,0.000000
1671352842.21562529,0.00500143,0.00060132,0.00000342,7071.00000000,0.00651729,0.000000,0.000000
1671352842.31649375,0.00500767,0.00046823,0.00000309,7120.00000000,0.00579424,0.000000,0.000000
1671352842.41752839,0.00500942,0.00043815,0.00000284,7123.00000000,0.00523124,0.000000,0.000000
1671352842.51823378,0.00501366,0.00056798,0.00000287,7160.00000000,0.00555693,0.000000,0.000000
1671352842.61905503,0.00501702,0.00045800,0.00000338,7220.00000000,0.00545001,0.000000,0.000000
1671352842.71992159,0.00502007,0.00051272,0.00000281,7233.00000000,0.00541710,0.000000,0.000000
1671352842.82077551,0.00502414,0.00050442,0.00000291,7271.00000000,0.00555723,0.000000,0.000000
1671352842.92165828,0.00503601,0.00061145,0.00000350,7308.00000000,0.00660324,0.000000,0.000000
1671352843.02246284,0.00503892,0.00055272,0.00000294,7340.00000000,0.00542622,0.000000,0.000000
1671352843.12334228,0.00503624,0.00044144,0.00000282,7395.00000000,0.00467607,0.000000,0.000000
1671352843.22423124,0.00504388,0.00058496,0.00000339,7392.00000000,0.00607630,0.000000,0.000000
1671352843.32506609,0.00504464,0.00048427,0.00000290,7435.00000000,0.00514741,0.000000,0.000000
1671352843.42594099,0.00507246,0.00088473,0.00000440,7480.00000000,0.00888379,0.000000,0.000000
1671352843.52681327,0.00507694,0.00050583,0.00000307,7528.00000000,0.00569473,0.000000,0.000000
1671352843.62766838,0.00508120,0.00047076,0.00000289,7592.00000000,0.00567400,0.000000,0.000000
1671352843.72852612,0.00508705,0.00052983,0.00000327,7613.00000000,0.00590643,0.000000,0.000000
1671352843.82937098,0.00509215,0.00052637,0.00000286,7634.00000000,0.00581092,0.000000,0.000000
1671352843.93020058,0.00509547,0.00059084,0.00000287,7652.00000000,0.00556697,0.000000,0.000000
1671352844.03105545,0.00509810,0.00046716,0.00000294,7684.00000000,0.00547337,0.000000,0.000000
1671352844.13193178,0.00509780,0.00052478,0.00000309,7734.00000000,0.00505535,0.000000,0.000000
1671352844.23280525,0.00509448,0.00048551,0.00000302,7755.00000000,0.00461326,0.000000,0.000000
1671352844.33364868,0.00509721,0.00046497,0.00000312,7790.00000000,0.00549579,0.000000,0.000000
1671352844.43455219,0.00509634,0.00047516,0.00000306,7828.00000000,0.00496815,0.000000,0.000000
1671352844.53539467,0.00510206,0.00055369,0.00000298,7861.00000000,0.00594895,0.000000,0.000000
1671352844.63621879,0.00511152,0.00069459,0.00000324,7911.00000000,0.00652033,0.000000,0.000000
1671352844.73708010,0.00511529,0.00053953,0.00000295,7976.00000000,0.00568160,0.000000,0.000000
1671352844.83795881,0.00511782,0.00056827,0.00000304,7999.00000000,0.00549959,0.000000,0.000000
1671352844.93881106,0.00512371,0.00060744,0.00000322,8038.00000000,0.00601808,0.000000,0.000000
1671352845.03965759,0.00512692,0.00055197,0.00000349,8013.00000000,0.00561866,0.000000,0.000000
1671352845.14053535,0.00512714,0.00053865,0.00000308,8065.00000000,0.00516151,0.000000,0.000000
1671352845.24138832,0.00512657,0.00051010,0.00000300,8117.00000000,0.00503695,0.000000,0.000000
1671352845.34231949,0.00512807,0.00066934,0.00000302,8150.00000000,0.00536231,0.000000,0.000000
1671352845.44311571,0.00513675,0.00077077,0.00000361,8229.00000000,0.00649975,0.000000,0.000000
1671352845.54395914,0.00513741,0.00057120,0.00000300,8278.00000000,0.00524183,0.000000,0.000000
1671352845.64483166,0.00513708,0.00054471,0.00000297,8390.00000000,0.00508555,0.000000,0.000000
1671352845.74567914,0.00513843,0.00050684,0.00000301,8413.00000000,0.00535378,0.000000,0.000000
1671352845.84655428,0.00513909,0.00054909,0.00000295,8469.00000000,0.00524529,0.000000,0.000000
1671352845.94740295,0.00513790,0.00048503,0.00000299,8493.00000000,0.00494533,0.000000,0.000000
1671352846.04827929,0.00514032,0.00075014,0.00000294,8572.00000000,0.00553502,0.000000,0.000000
1671352846.14918137,0.00514809,0.00095095,0.00000354,8547.00000000,0.00642181,0.000000,0.000000
1671352846.24998426,0.00514515,0.00043059,0.00000295,8513.00000000,0.00465975,0.000000,0.000000
1671352846.35085344,0.00514320,0.00049409,0.00000311,8551.00000000,0.00481952,0.000000,0.000000
1671352846.45170069,0.00514904,0.00059350,0.00000375,8621.00000000,0.00612479,0.000000,0.000000
1671352846.55256224,0.00515583,0.00071331,0.00000346,8671.00000000,0.00629691,0.000000,0.000000
1671352846.65341878,0.00516420,0.00052651,0.00000363,8733.00000000,0.00657756,0.000000,0.000000
1671352846.75428843,0.00516641,0.00049656,0.00000295,8759.00000000,0.00554244,0.000000,0.000000
1671352846.85515881,0.00516917,0.00051034,0.00000314,8808.00000000,0.00564132,0.000000,0.000000
1671352846.95600510,0.00517332,0.00051044,0.00000365,8810.00000000,0.00588782,0.000000,0.000000
1671352847.05687475,0.00517156,0.00038994,0.00000341,8831.00000000,0.00486709,0.000000,0.000000
1671352847.15772438,0.00517136,0.00049377,0.00000298,8883.00000000,0.00513524,0.000000,0.000000
1671352847.25859404,0.00516909,0.00051808,0.00000303,8920.00000000,0.00477285,0.000000,0.000000
1671352847.35943699,0.00517160,0.00069805,0.00000313,8929.00000000,0.00561361,0.000000,0.000000
1671352847.46034217,0.00517686,0.00067996,0.00000348,9045.00000000,0.00610824,0.000000,0.000000
1671352847.56113362,0.00517431,0.00040661,0.00000276,8566.00000000,0.00471948,0.000000,0.000000
1671352847.66202641,0.00517635,0.00056459,0.00000302,8628.00000000,0.00554075,0.000000,0.000000
1671352847.76285505,0.00517806,0.00054671,0.00000310,8656.00000000,0.00548640,0.000000,0.000000
1671352847.86373520,0.00518248,0.00061701,0.00000296,8749.00000000,0.00598265,0.000000,0.000000
1671352847.96460247,0.00518395,0.00050711,0.00000296,8895.00000000,0.00545139,0.000000,0.000000
1671352848.06544828,0.00518590,0.00057449,0.00000297,8951.00000000,0.00554271,0.000000,0.000000
1671352848.16631484,0.00518758,0.00049459,0.00000295,8970.00000000,0.00549716,0.000000,0.000000
1671352848.26720595,0.00518979,0.00063434,0.00000294,9033.00000000,0.00559901,0.000000,0.000000
1671352848.36802912,0.00519248,0.00055794,0.00000290,9082.00000000,0.00569169,0.000000,0.000000
1671352848.46887398,0.00520162,0.00070946,0.00000350,9110.00000000,0.00691228,0.000000,0.000000
1671352848.56975126,0.00521069,0.00064495,0.00000297,9170.00000000,0.00691582,0.000000,0.000000
1671352848.67058372,0.00521708,0.00063577,0.00000290,9247.00000000,0.00642464,0.000000,0.000000
1671352848.77144432,0.00522157,0.00070795,0.00000290,9313.00000000,0.00607410,0.000000,0.000000
1671352848.87230253,0.00522874,0.00070223,0.00000322,9357.00000000,0.00659737,0.000000,0.000000
1671352848.97316027,0.00522924,0.00057257,0.00000301,9391.00000000,0.00532619,0.000000,0.000000
1671352849.07402468,0.00523542,0.00057683,0.00000296,9432.00000000,0.00642725,0.000000,0.000000
1671352849.17502737,0.00524186,0.00063768,0.00000348,9474.00000000,0.00649091,0.000000,0.000000
1671352849.27576756,0.00524400,0.00059574,0.00000308,9518.00000000,0.00566232,0.000000,0.000000
1671352849.37664652,0.00525481,0.00110369,0.00000333,9557.00000000,0.00737409,0.000000,0.000000
1671352849.47746825,0.00526063,0.00055244,0.00000296,9640.00000000,0.00640700,0.000000,0.000000
1671352849.57832408,0.00527512,0.00084956,0.00000354,9689.00000000,0.00814344,0.000000,0.000000
1671352849.67921448,0.00528369,0.00064731,0.00000295,9685.00000000,0.00698849,0.000000,0.000000
1671352849.78005004,0.00529275,0.00062054,0.00000298,9713.00000000,0.00710489,0.000000,0.000000
1671352849.88091421,0.00530128,0.00064706,0.00000293,9751.00000000,0.00701601,0.000000,0.000000
1671352849.98177481,0.00531858,0.00087267,0.00000347,9787.00000000,0.00881466,0.000000,0.000000
1671352850.08265543,0.00534272,0.00101363,0.00000424,9830.00000000,0.01024128,0.000000,0.000000
1671352850.18351269,0.00536043,0.00068897,0.00000365,9855.00000000,0.00897457,0.000000,0.000000
1671352850.28436518,0.00537187,0.00063903,0.00000330,9926.00000000,0.00771730,0.000000,0.000000
1671352850.38519812,0.00538540,0.00074131,0.00000347,9957.00000000,0.00817221,0.000000,0.000000
1671352850.48606920,0.00539320,0.00060881,0.00000300,9977.00000000,0.00700820,0.000000,0.000000
1671352850.58691835,0.00541211,0.00087022,0.00000348,9987.00000000,0.00934407,0.000000,0.000000
1671352850.68781209,0.00542375,0.00069668,0.00000286,10050.00000000,0.00785773,0.000000,0.000000
1671352850.78864670,0.00543742,0.00088816,0.00000297,10086.00000000,0.00830801,0.000000,0.000000
1671352850.88951135,0.00544847,0.00068373,0.00000293,10080.00000000,0.00778002,0.000000,0.000000
1671352850.99036026,0.00546629,0.00093537,0.00000343,10136.00000000,0.00924439,0.000000,0.000000
1671352851.09120607,0.00547624,0.00067879,0.00000285,10215.00000000,0.00759587,0.000000,0.000000
1671352851.19207478,0.00548756,0.00074767,0.00000291,10291.00000000,0.00790867,0.000000,0.000000
1671352851.29292774,0.00550150,0.00081536,0.00000297,10320.00000000,0.00849883,0.000000,0.000000
1671352851.39380622,0.00551321,0.00070588,0.00000293,10368.00000000,0.00804185,0.000000,0.000000
1671352851.49464798,0.00554074,0.00079405,0.00000424,10422.00000000,0.01151552,0.000000,0.000000
1671352851.59550929,0.00555386,0.00087913,0.00000289,10430.00000000,0.00841517,0.000000,0.000000
1671352851.69635868,0.00556584,0.00078773,0.00000293,10435.00000000,0.00818799,0.000000,0.000000
1671352851.79722023,0.00557665,0.00093729,0.00000284,10478.00000000,0.00795550,0.000000,0.000000
1671352851.89809465,0.00559310,0.00090493,0.00000341,10495.00000000,0.00922876,0.000000,0.000000
1671352851.99894571,0.00561122,0.00102968,0.00000341,10525.00000000,0.00963312,0.000000,0.000000
1671352852.09983611,0.00563126,0.00102074,0.00000353,10532.00000000,0.01010084,0.000000,0.000000
1671352852.20069122,0.00564770,0.00109071,0.00000310,10573.00000000,0.00933093,0.000000,0.000000
1671352852.30151463,0.00566139,0.00081202,0.00000305,10634.00000000,0.00874083,0.000000,0.000000
1671352852.40238190,0.00567347,0.00082922,0.00000290,10744.00000000,0.00840431,0.000000,0.000000
1671352852.50321960,0.00568565,0.00095962,0.00000289,10845.00000000,0.00844939,0.000000,0.000000
1671352852.60407996,0.00569848,0.00150633,0.00000303,10883.00000000,0.00862479,0.000000,0.000000
1671352852.70494175,0.00570904,0.00071258,0.00000275,9965.00000000,0.00812610,0.000000,0.000000
1671352852.80581117,0.00571620,0.00071628,0.00000285,10070.00000000,0.00736406,0.000000,0.000000
1671352852.90666723,0.00572522,0.00070776,0.00000279,10148.00000000,0.00780765,0.000000,0.000000
1671352853.00751734,0.00573375,0.00072258,0.00000283,10231.00000000,0.00771273,0.000000,0.000000
1671352853.10848951,0.00574900,0.00097213,0.00000336,10326.00000000,0.00930218,0.000000,0.000000
1671352853.20943356,0.00576773,0.00112148,0.00000368,10419.00000000,0.01015033,0.000000,0.000000
1671352853.31011915,0.00578463,0.00101902,0.00000350,10571.00000000,0.00975706,0.000000,0.000000
1671352853.41098833,0.00579896,0.00100460,0.00000295,10624.00000000,0.00918047,0.000000,0.000000
1671352853.51183939,0.00580938,0.00082829,0.00000300,10729.00000000,0.00827833,0.000000,0.000000
1671352853.61270022,0.00582722,0.00111218,0.00000354,10831.00000000,0.01007349,0.000000,0.000000
1671352853.71355724,0.00583954,0.00085507,0.00000301,10870.00000000,0.00878558,0.000000,0.000000
1671352853.81440067,0.00585319,0.00085575,0.00000330,10953.00000000,0.00912887,0.000000,0.000000
1671352853.91530800,0.00586610,0.00140950,0.00000305,11063.00000000,0.00897741,0.000000,0.000000
1671352854.01613140,0.00589005,0.00102021,0.00000430,11082.00000000,0.01168612,0.000000,0.000000
1671352854.11704564,0.00590174,0.00093211,0.00000306,11158.00000000,0.00874252,0.000000,0.000000
1671352854.21782851,0.00592305,0.00139299,0.00000409,11205.00000000,0.01112182,0.000000,0.000000
1671352854.31870580,0.00593342,0.00090683,0.00000305,11358.00000000,0.00847346,0.000000,0.000000
1671352854.41957235,0.00594142,0.00087781,0.00000307,11388.00000000,0.00790996,0.000000,0.000000
1671352854.52047348,0.00594847,0.00067570,0.00000315,11462.00000000,0.00769083,0.000000,0.000000
1671352854.62128878,0.00595404,0.00066332,0.00000321,11526.00000000,0.00733343,0.000000,0.000000
1671352854.72213507,0.00595760,0.00068536,0.00000310,11588.00000000,0.00684544,0.000000,0.000000
1671352854.82300758,0.00595967,0.00069977,0.00000365,11643.00000000,0.00647599,0.000000,0.000000
1671352854.92386150,0.00595573,0.00058488,0.00000301,11699.00000000,0.00496804,0.000000,0.000000
1671352855.02472997,0.00594860,0.00039987,0.00000305,11683.00000000,0.00415208,0.000000,0.000000
1671352855.12556887,0.00593954,0.00031691,0.00000301,11729.00000000,0.00364730,0.000000,0.000000
1671352855.22644091,0.00592985,0.00027745,0.00000305,11774.00000000,0.00346729,0.000000,0.000000
1671352855.32730103,0.00591790,0.00037564,0.00000299,11809.00000000,0.00287049,0.000000,0.000000
1671352855.42816234,0.00590479,0.00018968,0.00000277,11710.00000000,0.00254905,0.000000,0.000000
1671352855.52901649,0.00589261,0.00023728,0.00000273,11729.00000000,0.00276138,0.000000,0.000000
1671352855.62986946,0.00588066,0.00019134,0.00000295,11746.00000000,0.00279985,0.000000,0.000000
1671352855.73073792,0.00586713,0.00017867,0.00000271,11761.00000000,0.00236115,0.000000,0.000000
1671352855.83161640,0.00585605,0.00021769,0.00000352,11780.00000000,0.00297456,0.000000,0.000000
1671352855.93244576,0.00584292,0.00021640,0.00000257,11780.00000000,0.00241836,0.000000,0.000000
1671352856.03329539,0.00582916,0.00016855,0.00000263,11792.00000000,0.00222379,0.000000,0.000000
1671352856.13419819,0.00581573,0.00017658,0.00000282,11814.00000000,0.00228395,0.000000,0.000000
1671352856.23501587,0.00580395,0.00017963,0.00000309,11822.00000000,0.00269177,0.000000,0.000000
1671352856.33586931,0.00579344,0.00024727,0.00000318,11841.00000000,0.00301012,0.000000,0.000000
1671352856.43675852,0.00578287,0.00030704,0.00000315,11857.00000000,0.00296988,0.000000,0.000000
1671352856.53761625,0.00577322,0.00024702,0.00000354,11878.00000000,0.00319851,0.000000,0.000000
1671352856.63844919,0.00576082,0.00019272,0.00000283,11907.00000000,0.00243702,0.000000,0.000000
1671352856.73932409,0.00574733,0.00017715,0.00000283,11922.00000000,0.00211728,0.000000,0.000000
1671352856.84019351,0.00573714,0.00022325,0.00000346,11941.00000000,0.00298609,0.000000,0.000000
1671352856.94104910,0.00572508,0.00020102,0.00000294,11959.00000000,0.00245729,0.000000,0.000000
1671352857.04189134,0.00571423,0.00042775,0.00000341,11975.00000000,0.00276282,0.000000,0.000000
1671352857.14280891,0.00570358,0.00017875,0.00000334,11948.00000000,0.00279604,0.000000,0.000000
1671352857.24365950,0.00569090,0.00028257,0.00000290,11974.00000000,0.00221802,0.000000,0.000000
1671352857.34446812,0.00567841,0.00018555,0.00000291,11991.00000000,0.00224111,0.000000,0.000000
1671352857.44533014,0.00566882,0.00019448,0.00000319,12009.00000000,0.00302312,0.000000,0.000000
1671352857.54618835,0.00565662,0.00017817,0.00000293,12017.00000000,0.00227869,0.000000,0.000000
1671352857.64705491,0.00564908,0.00034029,0.00000457,12044.00000000,0.00355279,0.000000,0.000000
1671352857.74791336,0.00563667,0.00015634,0.00000292,12038.00000000,0.00217443,0.000000,0.000000
1671352857.84877825,0.00562520,0.00022628,0.00000303,12051.00000000,0.00241293,0.000000,0.000000
1671352857.94965076,0.00561378,0.00017573,0.00000340,12031.00000000,0.00240539,0.000000,0.000000
1671352858.05047488,0.00560342,0.00018345,0.00000422,12031.00000000,0.00267990,0.000000,0.000000
1671352858.15133357,0.00559122,0.00015775,0.00000288,12042.00000000,0.00213847,0.000000,0.000000
1671352858.25221848,0.00558007,0.00017018,0.00000328,12055.00000000,0.00241385,0.000000,0.000000
1671352858.35305953,0.00556803,0.00016111,0.00000302,12068.00000000,0.00213757,0.000000,0.000000
1671352858.45392942,0.00555798,0.00034415,0.00000344,12082.00000000,0.00268281,0.000000,0.000000
1671352858.55478525,0.00554711,0.00018296,0.00000324,12013.00000000,0.00242909,0.000000,0.000000
1671352858.65566063,0.00553484,0.00013923,0.00000281,12029.00000000,0.00199882,0.000000,0.000000
1671352858.75650692,0.00552212,0.00013633,0.00000253,12038.00000000,0.00184571,0.000000,0.000000
1671352858.85736799,0.00551096,0.00011595,0.00000377,12053.00000000,0.00227643,0.000000,0.000000
1671352858.95822835,0.00550014,0.00013398,0.00000335,12072.00000000,0.00234983,0.000000,0.000000
1671352859.05907154,0.00548775,0.00012277,0.00000271,12079.00000000,0.00187067,0.000000,0.000000
1671352859.15994072,0.00547538,0.00014470,0.00000271,12093.00000000,0.00185219,0.000000,0.000000
1671352859.26081753,0.00546406,0.00018039,0.00000321,12105.00000000,0.00213555,0.000000,0.000000
1671352859.36166620,0.00545323,0.00019885,0.00000316,12113.00000000,0.00225749,0.000000,0.000000
1671352859.46251774,0.00544133,0.00015615,0.00000280,12127.00000000,0.00191848,0.000000,0.000000
1671352859.56336927,0.00542951,0.00013192,0.00000277,12144.00000000,0.00191944,0.000000,0.000000
1671352859.66425514,0.00541874,0.00047521,0.00000277,12147.00000000,0.00221062,0.000000,0.000000
1671352859.76507878,0.00540697,0.00015310,0.00000253,12058.00000000,0.00188671,0.000000,0.000000
1671352859.86595368,0.00539522,0.00011982,0.00000298,12080.00000000,0.00187053,0.000000,0.000000
1671352859.96680546,0.00538355,0.00014706,0.00000295,12096.00000000,0.00187178,0.000000,0.000000
1671352860.06766033,0.00537114,0.00013617,0.00000246,12110.00000000,0.00162103,0.000000,0.000000
1671352860.16856146,0.00535860,0.00009213,0.00000267,12131.00000000,0.00155913,0.000000,0.000000
1671352860.26938248,0.00534786,0.00014551,0.00000315,12139.00000000,0.00208302,0.000000,0.000000
1671352860.37024283,0.00533614,0.00016809,0.00000272,12154.00000000,0.00176239,0.000000,0.000000
1671352860.47111702,0.00532498,0.00015770,0.00000293,12162.00000000,0.00191112,0.000000,0.000000
1671352860.57197428,0.00531295,0.00013684,0.00000243,12177.00000000,0.00161873,0.000000,0.000000
1671352860.67282724,0.00530097,0.00014932,0.00000287,12194.00000000,0.00161128,0.000000,0.000000
1671352860.77368116,0.00528883,0.00012921,0.00000247,12209.00000000,0.00153706,0.000000,0.000000
1671352860.87455177,0.00527696,0.00015379,0.00000254,12151.00000000,0.00159808,0.000000,0.000000
1671352860.97540188,0.00526794,0.00025409,0.00000308,12190.00000000,0.00246317,0.000000,0.000000
1671352861.07625484,0.00525842,0.00033888,0.00000300,12236.00000000,0.00228765,0.000000,0.000000
1671352861.17712975,0.00524870,0.00024785,0.00000298,12291.00000000,0.00220602,0.000000,0.000000
1671352861.27798557,0.00523883,0.00023775,0.00000264,12313.00000000,0.00214053,0.000000,0.000000
1671352861.37885952,0.00522914,0.00022896,0.00000256,12335.00000000,0.00217634,0.000000,0.000000
1671352861.47976017,0.00522051,0.00032250,0.00000268,12356.00000000,0.00249145,0.000000,0.000000
1671352861.58056116,0.00521116,0.00019636,0.00000262,12382.00000000,0.00224786,0.000000,0.000000
1671352861.68141985,0.00520192,0.00024918,0.00000269,12409.00000000,0.00226494,0.000000,0.000000
1671352861.78231573,0.00519312,0.00015521,0.00000305,12396.00000000,0.00238655,0.000000,0.000000
1671352861.88317585,0.00518508,0.00023480,0.00000310,12411.00000000,0.00261228,0.000000,0.000000
1671352861.98401165,0.00517534,0.00020935,0.00000255,12428.00000000,0.00204887,0.000000,0.000000
1671352862.08482885,0.00516599,0.00020786,0.00000272,12433.00000000,0.00215290,0.000000,0.000000
1671352862.18572092,0.00515825,0.00021461,0.00000315,12442.00000000,0.00266109,0.000000,0.000000
